name,distance_km,speed_kmph,price_basis,need_kwh,charger_kw,duration_h_base,duration_h_travel,duration_h_effective,best_price_start,best_price_mean_c_per_kwh,best_price_cost_AUD,best_price_emissions_kg,best_intensity_start,best_intensity_mean_g_per_kwh,best_intensity_cost_AUD,best_intensity_emissions_kg,cost_delta_AUD,emissions_delta_kg
Wallan,0.0,40.0,retailA_c_per_kwh,40.0,7.0,5.71,0.0,5.71,2025-09-14 08:00:00+10:00,13.629,5.45,17.48,2025-09-08 09:00:00+10:00,243.5,6.24,9.74,-0.79,7.74
Wallan,0.0,40.0,retailB_c_per_kwh,40.0,7.0,5.71,0.0,5.71,2025-09-14 08:00:00+10:00,13.629,5.45,17.48,2025-09-08 09:00:00+10:00,243.5,6.24,9.74,-0.79,7.74
Wallan,0.0,40.0,spot_c_per_kwh,40.0,11.0,3.64,0.0,3.64,2025-09-14 10:00:00+10:00,-4.178,-1.67,17.97,2025-09-08 10:00:00+10:00,236.7,-0.58,9.47,-1.09,8.5
Wallan,0.0,40.0,retailA_c_per_kwh,40.0,11.0,3.64,0.0,3.64,2025-09-14 10:00:00+10:00,12.822,5.13,17.97,2025-09-08 10:00:00+10:00,236.7,6.22,9.47,-1.09,8.5
Wallan,0.0,40.0,retailB_c_per_kwh,40.0,11.0,3.64,0.0,3.64,2025-09-14 10:00:00+10:00,12.822,5.13,17.97,2025-09-08 10:00:00+10:00,236.7,6.22,9.47,-1.09,8.5
Wallan,0.0,40.0,spot_c_per_kwh,40.0,50.0,0.8,0.0,0.8,2025-09-14 12:00:00+10:00,-4.455,-1.78,19.01,2025-09-08 11:00:00+10:00,232.9,-0.57,9.32,-1.21,9.69
Wallan,0.0,40.0,retailA_c_per_kwh,40.0,50.0,0.8,0.0,0.8,2025-09-14 12:00:00+10:00,12.545,5.02,19.01,2025-09-08 11:00:00+10:00,232.9,6.23,9.32,-1.21,9.69
Wallan,0.0,40.0,retailB_c_per_kwh,40.0,50.0,0.8,0.0,0.8,2025-09-14 12:00:00+10:00,12.545,5.02,19.01,2025-09-08 11:00:00+10:00,232.9,6.23,9.32,-1.21,9.69
Whittlesea,0.1,40.0,spot_c_per_kwh,10.0,7.0,1.43,0.01,1.43,2025-09-14 12:00:00+10:00,-4.455,-0.4,4.75,2025-09-08 11:00:00+10:00,233.3,-0.09,2.33,-0.31,2.42
Whittlesea,0.1,40.0,retailA_c_per_kwh,10.0,7.0,1.43,0.01,1.43,2025-09-14 12:00:00+10:00,12.545,1.3,4.75,2025-09-08 11:00:00+10:00,233.3,1.61,2.33,-0.31,2.42
Whittlesea,0.1,40.0,retailB_c_per_kwh,10.0,7.0,1.43,0.01,1.43,2025-09-14 12:00:00+10:00,12.545,1.3,4.75,2025-09-08 11:00:00+10:00,233.3,1.61,2.33,-0.31,2.42
Whittlesea,0.1,40.0,spot_c_per_kwh,10.0,11.0,0.91,0.01,0.91,2025-09-14 12:00:00+10:00,-4.455,-0.4,4.75,2025-09-08 11:00:00+10:00,232.8,-0.09,2.33,-0.31,2.42
Whittlesea,0.1,40.0,retailA_c_per_kwh,10.0,11.0,0.91,0.01,0.91,2025-09-14 12:00:00+10:00,12.545,1.3,4.75,2025-09-08 11:00:00+10:00,232.8,1.61,2.33,-0.31,2.42
Whittlesea,0.1,40.0,retailB_c_per_kwh,10.0,11.0,0.91,0.01,0.91,2025-09-14 12:00:00+10:00,12.545,1.3,4.75,2025-09-08 11:00:00+10:00,232.8,1.61,2.33,-0.31,2.42
Whittlesea,0.1,40.0,spot_c_per_kwh,10.0,50.0,0.2,0.01,0.21,2025-09-14 12:00:00+10:00,-4.455,-0.4,4.75,2025-09-08 12:00:00+10:00,233.4,-0.1,2.33,-0.3,2.42
Whittlesea,0.1,40.0,retailA_c_per_kwh,10.0,50.0,0.2,0.01,0.21,2025-09-14 12:00:00+10:00,12.545,1.3,4.75,2025-09-08 12:00:00+10:00,233.4,1.6,2.33,-0.3,2.42
Whittlesea,0.1,40.0,retailB_c_per_kwh,10.0,50.0,0.2,0.01,0.21,2025-09-14 12:00:00+10:00,12.545,1.3,4.75,2025-09-08 12:00:00+10:00,233.4,1.6,2.33,-0.3,2.42
Whittlesea,0.1,40.0,spot_c_per_kwh,20.0,7.0,2.86,0.01,2.86,2025-09-14 11:00:00+10:00,-4.371,-0.82,9.29,2025-09-08 10:00:00+10:00,235.6,-0.22,4.71,-0.6,4.58
Whittlesea,0.1,40.0,retailA_c_per_kwh,20.0,7.0,2.86,0.01,2.86,2025-09-14 11:00:00+10:00,12.629,2.58,9.29,2025-09-08 10:00:00+10:00,235.6,3.18,4.71,-0.6,4.58
Whittlesea,0.1,40.0,retailB_c_per_kwh,20.0,7.0,2.86,0.01,2.86,2025-09-14 11:00:00+10:00,12.629,2.58,9.29,2025-09-08 10:00:00+10:00,235.6,3.18,4.71,-0.6,4.58
Whittlesea,0.1,40.0,spot_c_per_kwh,20.0,11.0,1.82,0.01,1.82,2025-09-14 12:00:00+10:00,-4.455,-0.84,9.51,2025-09-08 11:00:00+10:00,232.9,-0.23,4.66,-0.61,4.85
Whittlesea,0.1,40.0,retailA_c_per_kwh,20.0,11.0,1.82,0.01,1.82,2025-09-14 12:00:00+10:00,12.545,2.56,9.51,2025-09-08 11:00:00+10:00,232.9,3.17,4.66,-0.61,4.85
Whittlesea,0.1,40.0,retailB_c_per_kwh,20.0,11.0,1.82,0.01,1.82,2025-09-14 12:00:00+10:00,12.545,2.56,9.51,2025-09-08 11:00:00+10:00,232.9,3.17,4.66,-0.61,4.85
Whittlesea,0.1,40.0,spot_c_per_kwh,20.0,50.0,0.4,0.01,0.41,2025-09-14 12:00:00+10:00,-4.455,-0.84,9.51,2025-09-08 11:00:00+10:00,233.3,-0.23,4.67,-0.61,4.84
Whittlesea,0.1,40.0,retailA_c_per_kwh,20.0,50.0,0.4,0.01,0.41,2025-09-14 12:00:00+10:00,12.545,2.56,9.51,2025-09-08 11:00:00+10:00,233.3,3.17,4.67,-0.61,4.84
Whittlesea,0.1,40.0,retailB_c_per_kwh,20.0,50.0,0.4,0.01,0.41,2025-09-14 12:00:00+10:00,12.545,2.56,9.51,2025-09-08 11:00:00+10:00,233.3,3.17,4.67,-0.61,4.84
Whittlesea,0.1,40.0,spot_c_per_kwh,40.0,7.0,5.71,0.01,5.72,2025-09-14 08:00:00+10:00,-3.371,-1.3,17.48,2025-09-08 09:00:00+10:00,243.6,-0.51,9.74,-0.79,7.74
Whittlesea,0.1,40.0,retailA_c_per_kwh,40.0,7.0,5.71,0.01,5.72,2025-09-14 08:00:00+10:00,13.629,5.5,17.48,2025-09-08 09:00:00+10:00,243.6,6.29,9.74,-0.79,7.74
Whittlesea,0.1,40.0,retailB_c_per_kwh,40.0,7.0,5.71,0.01,5.72,2025-09-14 08:00:00+10:00,13.629,5.5,17.48,2025-09-08 09:00:00+10:00,243.6,6.29,9.74,-0.79,7.74
Whittlesea,0.1,40.0,spot_c_per_kwh,40.0,11.0,3.64,0.01,3.64,2025-09-14 10:00:00+10:00,-4.178,-1.62,17.97,2025-09-08 10:00:00+10:00,236.7,-0.53,9.47,-1.09,8.5
Whittlesea,0.1,40.0,retailA_c_per_kwh,40.0,11.0,3.64,0.01,3.64,2025-09-14 10:00:00+10:00,12.822,5.18,17.97,2025-09-08 10:00:00+10:00,236.7,6.27,9.47,-1.09,8.5
Whittlesea,0.1,40.0,retailB_c_per_kwh,40.0,11.0,3.64,0.01,3.64,2025-09-14 10:00:00+10:00,12.822,5.18,17.97,2025-09-08 10:00:00+10:00,236.7,6.27,9.47,-1.09,8.5
Whittlesea,0.1,40.0,spot_c_per_kwh,40.0,50.0,0.8,0.01,0.81,2025-09-14 12:00:00+10:00,-4.455,-1.73,19.01,2025-09-08 11:00:00+10:00,232.9,-0.52,9.32,-1.21,9.69
Whittlesea,0.1,40.0,retailA_c_per_kwh,40.0,50.0,0.8,0.01,0.81,2025-09-14 12:00:00+10:00,12.545,5.07,19.01,2025-09-08 11:00:00+10:00,232.9,6.28,9.32,-1.21,9.69
Whittlesea,0.1,40.0,retailB_c_per_kwh,40.0,50.0,0.8,0.01,0.81,2025-09-14 12:00:00+10:00,12.545,5.07,19.01,2025-09-08 11:00:00+10:00,232.9,6.28,9.32,-1.21,9.69
Melton,0.1,40.0,spot_c_per_kwh,10.0,7.0,1.43,0.01,1.43,2025-09-14 12:00:00+10:00,-4.455,-0.4,4.75,2025-09-08 11:00:00+10:00,233.3,-0.09,2.33,-0.31,2.42
Melton,0.1,40.0,retailA_c_per_kwh,10.0,7.0,1.43,0.01,1.43,2025-09-14 12:00:00+10:00,12.545,1.3,4.75,2025-09-08 11:00:00+10:00,233.3,1.61,2.33,-0.31,2.42
Melton,0.1,40.0,retailB_c_per_kwh,10.0,7.0,1.43,0.01,1.43,2025-09-14 12:00:00+10:00,12.545,1.3,4.75,2025-09-08 11:00:00+10:00,233.3,1.61,2.33,-0.31,2.42
Melton,0.1,40.0,spot_c_per_kwh,10.0,11.0,0.91,0.01,0.91,2025-09-14 12:00:00+10:00,-4.455,-0.4,4.75,2025-09-08 11:00:00+10:00,232.8,-0.09,2.33,-0.31,2.42
Melton,0.1,40.0,retailA_c_per_kwh,10.0,11.0,0.91,0.01,0.91,2025-09-14 12:00:00+10:00,12.545,1.3,4.75,2025-09-08 11:00:00+10:00,232.8,1.61,2.33,-0.31,2.42
Melton,0.1,40.0,retailB_c_per_kwh,10.0,11.0,0.91,0.01,0.91,2025-09-14 12:00:00+10:00,12.545,1.3,4.75,2025-09-08 11:00:00+10:00,232.8,1.61,2.33,-0.31,2.42
Melton,0.1,40.0,spot_c_per_kwh,10.0,50.0,0.2,0.01,0.21,2025-09-14 12:00:00+10:00,-4.455,-0.4,4.75,2025-09-08 12:00:00+10:00,233.4,-0.1,2.33,-0.3,2.42
Melton,0.1,40.0,retailA_c_per_kwh,10.0,50.0,0.2,0.01,0.21,2025-09-14 12:00:00+10:00,12.545,1.3,4.75,2025-09-08 12:00:00+10:00,233.4,1.6,2.33,-0.3,2.42
Melton,0.1,40.0,retailB_c_per_kwh,10.0,50.0,0.2,0.01,0.21,2025-09-14 12:00:00+10:00,12.545,1.3,4.75,2025-09-08 12:00:00+10:00,233.4,1.6,2.33,-0.3,2.42
Melton,0.1,40.0,spot_c_per_kwh,20.0,7.0,2.86,0.01,2.86,2025-09-14 11:00:00+10:00,-4.371,-0.82,9.29,2025-09-08 10:00:00+10:00,235.6,-0.22,4.71,-0.6,4.58
Melton,0.1,40.0,retailA_c_per_kwh,20.0,7.0,2.86,0.01,2.86,2025-09-14 11:00:00+10:00,12.629,2.58,9.29,2025-09-08 10:00:00+10:00,235.6,3.18,4.71,-0.6,4.58
Melton,0.1,40.0,retailB_c_per_kwh,20.0,7.0,2.86,0.01,2.86,2025-09-14 11:00:00+10:00,12.629,2.58,9.29,2025-09-08 10:00:00+10:00,235.6,3.18,4.71,-0.6,4.58
Melton,0.1,40.0,spot_c_per_kwh,20.0,11.0,1.82,0.01,1.82,2025-09-14 12:00:00+10:00,-4.455,-0.84,9.51,2025-09-08 11:00:00+10:00,232.9,-0.23,4.66,-0.61,4.85
Melton,0.1,40.0,retailA_c_per_kwh,20.0,11.0,1.82,0.01,1.82,2025-09-14 12:00:00+10:00,12.545,2.56,9.51,2025-09-08 11:00:00+10:00,232.9,3.17,4.66,-0.61,4.85
Melton,0.1,40.0,retailB_c_per_kwh,20.0,11.0,1.82,0.01,1.82,2025-09-14 12:00:00+10:00,12.545,2.56,9.51,2025-09-08 11:00:00+10:00,232.9,3.17,4.66,-0.61,4.85
Melton,0.1,40.0,spot_c_per_kwh,20.0,50.0,0.4,0.01,0.41,2025-09-14 12:00:00+10:00,-4.455,-0.84,9.51,2025-09-08 11:00:00+10:00,233.3,-0.23,4.67,-0.61,4.84
Melton,0.1,40.0,retailA_c_per_kwh,20.0,50.0,0.4,0.01,0.41,2025-09-14 12:00:00+10:00,12.545,2.56,9.51,2025-09-08 11:00:00+10:00,233.3,3.17,4.67,-0.61,4.84
Melton,0.1,40.0,retailB_c_per_kwh,20.0,50.0,0.4,0.01,0.41,2025-09-14 12:00:00+10:00,12.545,2.56,9.51,2025-09-08 11:00:00+10:00,233.3,3.17,4.67,-0.61,4.84
Melton,0.1,40.0,spot_c_per_kwh,40.0,7.0,5.71,0.01,5.72,2025-09-14 08:00:00+10:00,-3.371,-1.3,17.48,2025-09-08 09:00:00+10:00,243.6,-0.51,9.74,-0.79,7.74
Melton,0.1,40.0,retailA_c_per_kwh,40.0,7.0,5.71,0.01,5.72,2025-09-14 08:00:00+10:00,13.629,5.5,17.48,2025-09-08 09:00:00+10:00,243.6,6.29,9.74,-0.79,7.74
Melton,0.1,40.0,retailB_c_per_kwh,40.0,7.0,5.71,0.01,5.72,2025-09-14 08:00:00+10:00,13.629,5.5,17.48,2025-09-08 09:00:00+10:00,243.6,6.29,9.74,-0.79,7.74
Melton,0.1,40.0,spot_c_per_kwh,40.0,11.0,3.64,0.01,3.64,2025-09-14 10:00:00+10:00,-4.178,-1.62,17.97,2025-09-08 10:00:00+10:00,236.7,-0.53,9.47,-1.09,8.5
Melton,0.1,40.0,retailA_c_per_kwh,40.0,11.0,3.64,0.01,3.64,2025-09-14 10:00:00+10:00,12.822,5.18,17.97,2025-09-08 10:00:00+10:00,236.7,6.27,9.47,-1.09,8.5
Melton,0.1,40.0,retailB_c_per_kwh,40.0,11.0,3.64,0.01,3.64,2025-09-14 10:00:00+10:00,12.822,5.18,17.97,2025-09-08 10:00:00+10:00,236.7,6.27,9.47,-1.09,8.5
Melton,0.1,40.0,spot_c_per_kwh,40.0,50.0,0.8,0.01,0.81,2025-09-14 12:00:00+10:00,-4.455,-1.73,19.01,2025-09-08 11:00:00+10:00,232.9,-0.52,9.32,-1.21,9.69
Melton,0.1,40.0,retailA_c_per_kwh,40.0,50.0,0.8,0.01,0.81,2025-09-14 12:00:00+10:00,12.545,5.07,19.01,2025-09-08 11:00:00+10:00,232.9,6.28,9.32,-1.21,9.69
Melton,0.1,40.0,retailB_c_per_kwh,40.0,50.0,0.8,0.01,0.81,2025-09-14 12:00:00+10:00,12.545,5.07,19.01,2025-09-08 11:00:00+10:00,232.9,6.28,9.32,-1.21,9.69
